Nome da Empresa;Categoria;website;Qtd Funcionários;Data da Fundação;Localização
Inteligence IT;Tecnologia da informação e serviços;https://pip.tudu.digital/;0;2009;Rua Haddock Lobo 684,, 4o andar, SÃO PAULO, SP 01414-000,
SigmaTech Informática;Tecnologia da informação e serviços;https://www.ativitec.com;2-10;2013;Rua Doutor Manoel Reis 110, Olinda, Rio de Janeiro
Nexun;Tecnologia da informação e serviços;http://quattrosolucoes.com.br/;2-10;2017;SCS bl B 201, 201, Brasilia, Distrito Federal 70000000,
Mazaltech;Tecnologia da informação e serviços;https://www.cashhub.com.br;11-50;2021;Blumenau, SC
Oren I.T. - Totvs Partner;Tecnologia da informação e serviços;https://tianaclaudiaramos.wixsite.com/insidelite;2-10;2020;Rua João Streit, São Leopoldo, Rio Grande do Sul 93125-000,
Prado Tecnologia;Tecnologia da informação e serviços;http://www.transdigital.com.br;0-1;2020;Rua Manuel de Oliveira, 269, Sala 519 - Torre 1 - 5o. Andar, Mogi das Cruzes, SP 08773-130,
tudu.digital;Tecnologia da informação e serviços;https://www.b2flowinnovation.com;2-10;2021;Belo Horizonte, MG 30380752,
ATIVITEC;Tecnologia da informação e serviços;Inclui;2-10;Sem informação;Rio de Janeiro, RJ
Quattro Soluções;Tecnologia da informação e serviços;http://www.worldsystem.com.br;0;2017;Shn, Brasília, Distrito Federal
HUB Soluções para Varejo;Tecnologia da informação e serviços;http://www.fluent.com.br;0;2013;avenida paulista, São Paulo, SP 01310300,
Insidelite Digital;Tecnologia da informação e serviços;http://innovatorssummit.co;0;Sem informação;São Paulo,
TransDigital Brasil;Tecnologia da informação e serviços;http://www.berger.com.br;2-10;2007;​Rua Olimpíadas, 205, 4º andar, São Paulo, São Paulo 04551-000,
b2flow Innovation;Tecnologia da informação e serviços;+5511969510035;2-10;2021;São Paulo, São Paulo
SM2;Tecnologia da informação e serviços;Principal;0;2020;São Paulo,
World System Tecnologia;Tecnologia da informação e serviços;http://www.biti9.com.br;11-50;2015;Rua Pais Leme, 215 - Pinheiros, CJ 1613 e 1614, São Paulo, São Paulo 05424-150,
Fluent Tech Studio;Tecnologia da informação e serviços;http://pontopredict.com.br/;2-10;2019;Rua Alto de Santo Antônio 106, São Paulo, São Paulo 03680-050,
Innovators Summit;Tecnologia da informação e serviços;http://www.ativu.com.br;0;1988;Sem informação
Berger Tecnologia da Informação;Tecnologia da informação e serviços;http://www.ativu.com.br/;11-50;1988;Sem informação
Stratus Digital;Tecnologia da informação e serviços;https://www.linkedin.com/redir/general-malware-page?url=http%3A%2F%2Fwww%2ezrti%2ecom%2ebr;2-10;2017;Avenida São Paulo 1351, Sala 06, Santo André, São Paulo 09111-410,
RPA Insights;Tecnologia da informação e serviços;http://www.siaeweb.com.br;2-10;2013;R Pc Das Algas, 389, Sala 2e, Florianopolis, Sc 88053-505,
BITi9 - Business IT Innovation;Tecnologia da informação e serviços;http://www.ubiquabrasil.com.br;11-50;2014;Rua Coronel Oscar Porto 70, São Paulo,
Ponto Predict;Tecnologia da informação e serviços;http://www.zenitdigital.com.br;0;Sem informação;Porto Alegre,
Gestão dos Custos de TI e Telecom (Telecom Expense Management);Tecnologia da informação e serviços;http://www.3dstampa.com.br;0;2016;Av Eusébio Stevaux, São Paulo, SP 04696000,
ATIVU Tecnologia - Telemikro;Tecnologia da informação e serviços;98984169404;0;2020;São José de Ribamar,
ZRTI Consultoria de TI & Serviços Digitais;Tecnologia da informação e serviços;http://www.albitt.com;2-10;2018;Rua Madre Cabrini, São Paulo, SP 04020-001,
SIAEWEB - Plataforma de Gestão Educacional;Tecnologia da informação e serviços;http://www.logiko.com.br;2-10;2001;Campinas, São Paulo
Ubiqua Brasil;Tecnologia da informação e serviços;https://www.lextartecnologia.com.br/;2-10;2019;Rua Coronel Joaquim Cunha Bastos Q. 23, Sala 09, Goiânia, Goiás 74660-070,
Zenit Digital;Tecnologia da informação e serviços;https://www.instagram.com/queroseusucesso/;11-50;2020;Rua Otacílio Negrão de Lima 177, Loja, Lavras, Minas Gerais 37200-006,
3DStampa - Impressão 3D;Tecnologia da informação e serviços;http://www.nextopinion.com.pt/;2-10;2018;Sem informação
Innovation Stars;Tecnologia da informação e serviços;http://www.bayta.digital;0;2017;São Paulo,
albitt;Tecnologia da informação e serviços;http://www.hibridus.com;2-10;2007;Av Itavuvu 11.777, Sorocaba, SP 18078005,
Logiko Advisors;Tecnologia da informação e serviços;https://s21digital.com;0;2019;Curitiba, Paraná
Lextar Tecnologia;Tecnologia da informação e serviços;https://renatokyoei.wixsite.com/kyoeitec;0;2014;São Paulo, São Paulo 04571-925,
🧪 LABORATÓRIO DA VIDA DOS NEGÓCIOS🧫;Tecnologia da informação e serviços;http://www.novatti.com.br;2-10;2013;Porto Alegre,
Next Opinion;Tecnologia da informação e serviços;https://www.instagram.com/jabu.digital/;2-10;Sem informação;Belo Horizonte, MG
bayta.digital;Tecnologia da informação e serviços;http://www.ignisfit.com;2-10;2018;Rua Vicente Linhares 500, 22 andar, Fortaleza, Ceará 60135-270,
Hibridus Tecnologia;Tecnologia da informação e serviços;http://www.macinfo.com.br;2-10;2004;Rua Costa Barros 2200, São Paulo, SP 03210001,
s21 digital;Tecnologia da informação e serviços;https://brutalit.com.br/;2-10;Sem informação;Avenida Embaixador Abelardo Bueno 1300, 2067, Rio de Janeiro, RJ 22775-040,
KyoeiTec;Tecnologia da informação e serviços;http://www.muviti.com.br;0;2017;Av. Paulista, 1439 1o. andar CJ12, São Paulo, São Paulo 01311-200,
Novatti - Hub de Soluções Digitais;Tecnologia da informação e serviços;https://www.dataxptz.com;2-10;2020;Rua Irmã Pia 422, Conj. 204, São Paulo, SP 05335-050,
Jabu Digital;Tecnologia da informação e serviços;https://upperlab.com.br;0;2019;Rua Amaro Guerra 251, 1o. andar, São Paulo, São Paulo 04711-020,
Ignis Tecnologia;Tecnologia da informação e serviços;http://www.igera.com.br;2-10;Sem informação;Florianópolis, SC
MacInfo;Tecnologia da informação e serviços;http://www.crsalliance.com.br;2-10;2002;Avenida das Américas 19019, 339, Rio de Janeiro, Rio de Janeiro 22790-703,
Brutalit Technologies;Tecnologia da informação e serviços;http://n4s-hip.com.br/;11-50;2019;Rua Pedro de Toledo, 130, 2º andar , São Paulo, SP 04039-000,
Muviti;Tecnologia da informação e serviços;http://www.mpsi.com.br;2-10;2019;São Paulo, SP 04107001,
DATA XPTZ;Tecnologia da informação e serviços;Inclui;0-1;2016;São Paulo,
UpperLab Digital;Tecnologia da informação e serviços;http://aitialabs.com.br;2-10;2020;Avenida Coronel Octaviano de Freitas Costa, Veleiros, São Paulo, SP 04773000,
iGera Tecnologia e Inovação;Tecnologia da informação e serviços;Inclui;11-50;Sem informação;Guarulhos, São Paulo
CRS Alliance Consultoria em Tecnologia da Informação LTDA;Tecnologia da informação e serviços;http://www.liquidumtechnology.com;2-10;2015;Rua Angela Zampol, 72, Ribeirão Pires, São Paulo 09424270,
n4link;Tecnologia da informação e serviços;https://www.iotresolve.com;2-10;2015;Rua Santana Gomes 185, Conjunto 2, Sala 1, Campinas, São Paulo 13070780,
MPSI Sistemas de Informações Empresariais;Tecnologia da informação e serviços;http://www.softsol.tec.br;0;2003;Sem informação
BSITEC;Tecnologia da informação e serviços;https://www.4itdigital.com;0;2019;São Paulo, Brasil 03303000,
aitialabs;Tecnologia da informação e serviços;https://www.metricaz.com/;11-50;Sem informação;Rua Verbo Divino 2001, Bloco B, São Paulo, SP 04719-002,
IMP9 Tecnologia da Informação;Tecnologia da informação e serviços;http://www.nitroworks.com.br;0;2020;São Paulo, São Paulo
LIQUIDUM TECHNOLOGY;Tecnologia da informação e serviços;http://actiotech.com.br;2-10;2017;Rua Padre Agostinho 390, Curitiba, Paraná 80410-020,
IOT resolve;Tecnologia da informação e serviços;http://ilum.services;2-10;2021;São Paulo, SP
SoftSol Tecnologia;Tecnologia da informação e serviços;http://www.it-innovative.com;2-10;2013;Avenida José Munia 6300, Bloco 2 Apto 94, São José do Rio Preto, São Paulo 15090-275,
4it Digital;Tecnologia da informação e serviços;http://www.garotavoa.com.br;0;2020;São Paulo,
Metricaz;Tecnologia da informação e serviços;http://www.gtrti.com.br;2-10;2001;Curitiba,
Nitroworks Soluções em Tecnologia;Tecnologia da informação e serviços;https://b2cintegrado.com.br;0;2019;Av. Brigadeiro Luis Antonio, , nº 2367, Sala 911, São Paulo, SP 01401-001,
ActioTech Soluções Inteligentes;Tecnologia da informação e serviços;http://www.tiscode.com.br;2-10;2016;São Paulo, SP
Ilum;Tecnologia da informação e serviços;http://www.oxyit.com.br;11-50;2009;Rua São Pedro, 21 - sala 102, São João de Meriti, Rio de Janeiro 25515270,
IT Innovative;Tecnologia da informação e serviços;https://valuetrend.com.br/;11-50;2016;Rua Sete de Setembro 71, 15º andar, Rio de Janeiro, RJ 20050-005,
Garota Voa;Tecnologia da informação e serviços;http://www.femp.com.br;0-1;2017;São Paulo, São Paulo 04011-904 ,
GTRTI - Tecnologia da Informação LTDA;Tecnologia da informação e serviços;http://www.t1consulting.com.br;0;Sem informação;Campinas,
B2C Integrado;Recursos humanos;http://www.m1altagerencia.com.br;11-50;2013;Rua Maria Monteiro, 830 - Cj 83/84 - Ed. Office Park I - Cambuí, Campinas, SP 13025-151,
TIS CODE - Technology Innovation and Solutions;Tecnologia da informação e serviços;https://columbustech.com.br/;11-50;2019;Goiânia, Goiás
OXYIT Tecnologia e Serviços;Tecnologia da informação e serviços;Inclui;2-10;2018;Brasília , Distrito Federal
Value Trend;Tecnologia da informação e serviços;(+55);2-10;2020;Sem informação
FEMP Administração e Participações;Tecnologia da informação e serviços;http://www.2hub.com.br;0;2019;Santo André, São Paulo 0909080,
T1 Tecnologia e Serviços;Tecnologia da informação e serviços;https://startinnov.com;2-10;2020;Rua Dona Maria César, 170, 203, Recife, PE 52030140,
M1 Alta Gerência;Tecnologia da informação e serviços;http://www.processusti.com.br;2-10;2001;Rua Antônio Parreiras, Porto Alegre, Rio Grande do Sul 90450-050,
Columbus;Tecnologia da informação e serviços;https://www.qwsoftware.com.br;11-50;1991;CLN 204 - Bloco C - Asa Norte, Sala 202, Brasília, DF 70.842-530,
BRASIL em transformação - (Programa de Capacitação para Cidades Inteligentes);Tecnologia da informação e serviços;http://www.skills2you.com.br;0-1;2020;Rua Simão Bolívar, 429, Verona - Ap. 401, Curitiba, Paraná 80040140,
Intelligence8;Tecnologia da informação e serviços;http://www.lykosCTI.com.br;0;2016;São Paulo, São Paulo 04293-000,
2HUB;Tecnologia da informação e serviços;http://www.creativeapps.com.br;11-50;2016;Rua Borges de Figueiredo, São Paulo,
StartInnov;Tecnologia da informação e serviços;http://www.sysvale.com.br;2-10;2014;Avenida Carlos Gomes 700, 501, Porto Alegre, Rio Grande do Sul 90480-001,
Processus;Tecnologia da informação e serviços;http://www.techhuman.com.br;2-10;Sem informação;Belo Horizonte,
QW Software;Tecnologia da informação e serviços;https://bear.blue;11-50;2021;São Paulo, São Paulo
Th3 Work IT;Tecnologia da informação e serviços;http://www.sieccon.com.br;2-10;2014;Avenida Cândido de Abreu, Curitiba, Paraná 80530-000,
Lykos - CTI;Tecnologia da informação e serviços;http://www.digigo.com.br;0;2017;Alameda Santos, 1800 - 8o andar, São Paulo, São Paulo 01418102,
Creative App's LTDA;Tecnologia da informação e serviços;http://www.elasticmind.com.br;2-10;2021;São Paulo, São Paulo
Sysvale Tecnologia;Tecnologia da informação e serviços;http://www.ronaralamounier.com.br;0-1;2015;São Paulo, SP 01259-010,
Tech Human;Tecnologia da informação e serviços;https://www.maisperformance.me/;0;2019;Rua Funchal 538, 2º Andar, São Paulo, São Paulo 04551-060,
Blue Bear;Tecnologia da informação e serviços;https://pixfy.tech;0;2020;São josé dos campos, São Paulo
Sieccon;Tecnologia da informação e serviços;http://maiargs.wixsite.com/salute-consultoria;0-1;2002;Rua Gregório Serrão 5, São Paulo, 04106-040,
DIGIGO TECNOLOGIA;Tecnologia da informação e serviços;http://www.zentek.com.br;2-10;2020;Barueri, SP 06404-250,
ElasticMind;Tecnologia da informação e serviços;http://www.systemdatabase.com.br;0-1;2009;Belo Horizonte, Minas Gerais
RLamounier Soluções;Tecnologia da informação e serviços;http://www.ilovetec.com.br;0-1;2012;Avenida Cardeal Motta, 545, São Paulo, SP 05101-210,
Mais Performance Soluções Ágeis;Tecnologia da informação e serviços;https://itunes.apple.com/br/app/pizzaja/id1321973527;11-50;2016;Rua Caracas 640, Sorocaba, São Paulo 18046-718,
PixFy;Tecnologia da informação e serviços;http://www.arquiteturalab.co;0;2017;São Paulo, SP Saúde,
Salu.Te Consultoria;Tecnologia da informação e serviços;http://teegu.com.br;11-50;Sem informação;PE-027, Recife, Pernambuco 51020-280,
ZenTek _Labs;Tecnologia da informação e serviços;http://www.digitalizei.me;2-10;2020;Rio de Janeiro,
SystemDataBase;Tecnologia da informação e serviços;http://www.conaction.srv.br;2-10;2015;Rua Sete de Abril 412, São Paulo, 01043-000,
iLoveTec;Tecnologia da informação e serviços;http://www.rstisolucoes.com.br;0;2013;Petrópolis, Rio de Janeiro 25665,
Pizza Já;Tecnologia da informação e serviços;http://www.giorgiesantos.com.br;2-10;1995;São Paulo,
ArquiteturaLAB;Tecnologia da informação e serviços;http://www.koden.com.br;0-1;2012;Florianópolis, SC 88111-000,
teegu tecnologia™;Tecnologia da informação e serviços;https://wenova.com.vc;2-10;2018;Belo Horizonte, Minas Gerais 30882-550,
Digitalizei.me;Tecnologia da informação e serviços;https://www.robotera.com.br;2-10;2019;Caixa postal 6232, Joinville, SC 89221-972,
ConAction;Tecnologia da informação e serviços;https://www.ai4.eng.br/;0-1;2021;Rua Conselheiro Brotero 528, São Paulo, SP 01154,
RSTI Soluções e Serviços em Tecnologia;Tecnologia da informação e serviços;http://www.hezus.com.br;2-10;Sem informação;Avenida Paulista 1079, São Paulo,
Giorgi & Santos Consultoria de Informática LTDA;Tecnologia da informação e serviços;https://alt13.net/;2-10;2001;Quirinópolis, Goiás 75860-000,
Koden Sistemas;Tecnologia da informação e serviços;https://canalopenbr.com;0-1;2019;Santiago,
Wenova Tecnologia;Tecnologia da informação e serviços;https://linktr.ee/trdx;0;2021;São Paulo, São Paulo 04016003,
ROBOTERA Tecnologias;Tecnologia da informação e serviços;http://www.orcollab.com.br;0;Sem informação;Avenida Fagundes Filho 623, São Paulo, 04304-010,
AI4 Smart Engineering;Tecnologia da informação e serviços;http://aggregareit.com.br/;2-10;2016;SIG QD 1 Lote 385 Sala 329, Ed. Platinum Office, Brasília, Distrito Federal 70610-410,
Hezus Smart Solutions;Tecnologia da informação e serviços;https://wearts.com.br/;2-10;2015;Rua Claudina Julia de Oliveira 19, Guarulhos, São Paulo 07114-040,
ALT13 Consultoria & Tecnologia;Tecnologia da informação e serviços;http://www.lunait.com.br;2-10;2019;Avenida Guarulhos, São Paulo, 07031-009,
OpenBR Agência Digital;Tecnologia da informação e serviços;http://www.futzz.com.br;0;2018;Rua Maria Curupaiti, 955, São Paulo, SP 02452-002,
TRDX Consultores;Tecnologia da informação e serviços;http://www.sysoutsolutions.com;2-10;2018;Rua Professor Atílio Innocenti 165, São Paulo,
OR Collab;Tecnologia da informação e serviços;http://www.falacomigo.inf.br;2-10;2019;Rua Uberaba 436, Loja 1, Belo Horizonte, Minas Gerais 30180-080,
Aggregare IT;Tecnologia da informação e serviços;https://computerconsulting.com.br;2-10;1999;Avenida Prestes Maia 241, São Paulo,
We Arts;Tecnologia da informação e serviços;https://www.inax.com.br/;0;Sem informação;Rua Comendador Eduardo Saccab 215, conj.101, São Paulo, 04601-070,
LUNA IT SOLUTIONS;Tecnologia da informação e serviços;https://pellegrinits.com;0;2019;Joinville, SC
FUTZZ;Tecnologia da informação e serviços;http://www.geektech.com.br;2-10;2006;São Paulo,
Sysout Solutions;Tecnologia da informação e serviços;https://hbsolutions.com.br;2-10;Sem informação;São Paulo, SP
Fala Comigo;Tecnologia da informação e serviços;http://www.regullus.com.br;0;2016;Avenida Getúlio Vargas 2475, São Carlos, São Paulo
Computer Consulting;Tecnologia da informação e serviços;https://easydatabi.com.br/;0;2017;São Paulo,
INAX - Saúde Inteligente;Tecnologia da informação e serviços;http://www.h2p.com.br;2-10;2016;Rua Antônio de Albuquerque, 330, 9 Andar - Sala 901, Belo Horizonte, Minas Gerais 30110-012,
Pellegrini Tech Solutions;Tecnologia da informação e serviços;https://www.startm.com.br;0-1;2019;São Paulo,
Geektech Tecnologia;Tecnologia da informação e serviços;http://www.i81.com.br/blog;0;2015;Sorocaba, São Paulo 18031210,
HB Solutions;Tecnologia da informação e serviços;11;2-10;2000;R. Desembargador Eliseu Guilherme, 200., 9º andar, São Paulo, São Paulo 04004-030,
Regullus Treinamentos e Soluções de TI;Tecnologia da informação e serviços;Inclui;0-1;2021;Carapicuíba, São Paulo
Easy Data BI & Management Solutions;Tecnologia da informação e serviços;http://t2l.net.br;0-1;2018;Avenida Paulista 1439, São Paulo, 01311-200,
H2P Informação e Tecnologia;Tecnologia da informação e serviços;http://www.wiin.com.br;2-10;2018;Avenida Senador Pinheiro Machado 960, 143, Santos, SP 11075-002,
Start Marketing Data;Tecnologia da informação e serviços;http://www.cerveiraadvogados.com.br/home/;0;2020;Rua Borges Lagoa, 1065, 3º andar, São Paulo, SP 04038-002,
i81Tech;Serviços jurídicos;http://www.cerveiraadvogados.com.br;11-50;2004;Rua Borges Lagoa, 1065, São Paulo, São Paulo 04038002,
BMTT Consultoria;Tecnologia da informação e serviços;http://www.octopuselectronics.com.br;0;2019;Rua Dumitilde Marcondes, 116, São José dos Campos, São Paulo 12216-090,
Integrated Tech;Tecnologia da informação e serviços;http://g2tsolucoesdigitais.com.br;0;2018;Avenida Paulista, São Paulo,
T2L Negócios & Tecnologia;Tecnologia da informação e serviços;https://gajno.webnode.com/;0;2010;Rua Capitão José Leite, 242, 235, São Paulo, São Paulo - SP 03510010,
Wiin IT;Tecnologia da informação e serviços;https://www.instagram.com/itplace_mg/?hl=pt-br;0;2019;Pouso Alegre,
Cerveiratech;Tecnologia da informação e serviços;https://a11tech.com.br/;11-50;2019;São Paulo, São Paulo 04602-001,
Cerveira Advogados Associados;Tecnologia da informação e serviços;https://avile.cloud/;2-10;Sem informação;Rua João Batista Maudonnet, Jundiaí, São Paulo 13216-721,
Octopus Electronics;Tecnologia da informação e serviços;Inclui;2-10;2020;Rio de Janeiro,
G2T Soluções Digitais;Tecnologia da informação e serviços;http://www.alfasistemaangola.com;2-10;2018;Florianópolis - SC, Santa Catarina
Gajno;Tecnologia da informação e serviços;http://www.kynzan.com;11-50;2017;Avenida Abelardo Bueno 1000, Rio de Janeiro, Rio de Janeiro 22775000,
ITPlace_MG;Tecnologia da informação e serviços;http://www.peixotoit.com;2-10;Sem informação;Avenida Paulista, São Paulo,
A11 Tech Consultoria;Tecnologia da informação e serviços;http://www.dcservicenet.com.br;0;2020;Rio De Janeiro, Rio de Janeiro 22790714,
Avile Cloud Computing;Tecnologia da informação e serviços;https://easyimpulse.com.br/;2-10;2021;São Luís, Maranhão 65054410,
Lab Secreto;Tecnologia da informação e serviços;http://devcodeit.com.br/;0;Sem informação;Barueri, SP 06414-000,
Alfa Sistema Angola;Tecnologia da informação e serviços;http://www.iperf.com.br;2-10;2018;SCN Quadra 04, Edifício Centro Empresarial Varig, Asa Norte, Bloco B, Nº 100 Sala 1201, Brasília, Distrito Federal 70714900,
KYNZAN Consultants;Tecnologia da informação e serviços;http://produtividadenanuvem.com.br;2-10;Sem informação;Alameda Ribeirão Preto, 130, Conjunto 71, São Paulo, SP 01331-000,
Peixoto - IT;Tecnologia da informação e serviços;http://www.sd3.com.br;0;2017;Rua Piauí, 575, A42, São Caetano do Sul, SP 09541-150,
Dcservicenet;Tecnologia da informação e serviços;http://www.prognus.com.br;2-10;2005;Av Tancredo Neves, 6731, Edif Do Saber Pavmtoterceiro Sala 302, Foz Do Iguacu, Paraná 85867-900,
EASYIMPULSE!;Tecnologia da informação e serviços;+55;2-10;1997;Rua Ministro Luis Gallotti, 447, São Paulo , SP 04580051,
Devcode IT;Tecnologia da informação e serviços;http://www.gomobille.com;2-10;2021;Rua Das Cores 700, Nova Lima, Minas Gerais 34008-053,
Iperf Tecnologia - Microsoft Partner;Tecnologia da informação e serviços;http://www.reimdall.com;0;2020;São José dos Campos,
SPM3 - Special Professional Mind;Tecnologia da informação e serviços;http://www.rlbdigital.com.br;2-10;2003;Juiz de Fora, Minas Gerais 36060-010,
SD3 TI;Tecnologia da informação e serviços;http://ncoisas.digital;2-10;2017;Gutierrez, Belo Horizonte, Minas Gerais 30441-123,
Prognus Soluções Livres em TI;Tecnologia da informação e serviços;http://hypercube.be;0;2018;Rua Butantã, São Paulo,
Agreg@Valor Serviços de Tecnologia da Informação Ltda;Tecnologia da informação e serviços;http://www.xtechbr.com;0;2020;Rua Antônio da Veiga 105, Sala 001, Blumenau, Santa Catarina 89012-570,
gomobille | the next step;Tecnologia da informação e serviços;https://learnpills.com;0;Sem informação;São Paulo, SP 000000,
Reimdall;Tecnologia da informação e serviços;https://oklac.com;0;2010;Rua Manoel Pires, 91, Betim, Minas Gerais
RLB Serviços;Tecnologia da informação e serviços;http://www.botslab.com.br;2-10;2019;São Paulo,
N Coisas Digitais;Tecnologia da informação e serviços;https://www.nuvemempresarial.com.br;0;2020;São Paulo, São Paulo 12970-000,
Hypercube.be;Tecnologia da informação e serviços;http://www.seyfert.com.br;0;Sem informação;São Paulo, São Paulo , SP 02060-000,
XTechBr IA & Cognitive Softwares;Tecnologia da informação e serviços;http://innov.snup.com.br;2-10;2018;Rua Presidente Vargas, S/N, Ribeirão Preto, São Paulo 14026000,
LEARN PILLS;Tecnologia da informação e serviços;http://www.setuponline.net.br;11-50;2010;Sem informação
Oklac Ltda;Tecnologia da informação e serviços;http://www.blueinnovation.com.br;2-10;2011;Barueri, SP 06606-410,
BotsLab;Tecnologia da informação e serviços;https://horizonsolutions.com.br/;2-10;2019;Curitiba, Paraná
Nuvem Empresarial;Tecnologia da informação e serviços;https://joaquimfantin.com/;0-1;Sem informação;Avenida Washington Luís, Campinas, São Paulo 13042-105,
Seyfert Brasil;Tecnologia da informação e serviços;http://www.itsti.com.br;0;1996;Rua Gama Cerqueira, 52, São Paulo, SP 01539010,
Snup Innov;Tecnologia da informação e serviços;+55;0;Sem informação;São Paulo, SP
Setuponline Cloud Solutions;Tecnologia da informação e serviços;http://www.itb1.com.br;2-10;2017;Av. Giovanni Gronchi, 6195, São Paulo, São Paulo 05724-003,
Blue Innovation Tecnologia;Tecnologia da informação e serviços;http://fbtech.solutions;2-10;2015;Rua Paim, São Paulo, 01306-010,
Horizon Solutions;Tecnologia da informação e serviços;http://www.c4h.com.br;0-1;2016;São Paulo, São Paulo
Joaquim Fantin - Tecnologia para Empresas e Empreendedores;Tecnologia da informação e serviços;http://www.continuo.com.br;2-10;2020;PORTO ALEGRE, RS 90840150,
ITS TI;Tecnologia da informação e serviços;http://www.d-intell.com.br;0;2020;Rua Francisco Rosano, 50, CJ 132, São Paulo, SP 03211190,
EM Consulting;Tecnologia da informação e serviços;https://www.mac.ppg.br/;0;2020;Alameda Jaú, 1177, São Paulo, SP
ITB1;Tecnologia da informação e serviços;https://www.zapbrand.com.br;2-10;2019;São Paulo,
FbTech;Tecnologia da informação e serviços;http://www.agetech.com.br;0;2017;R Graciliano Salles, 513, Cariacica, ES 29151-780,
C4H Informatica;Tecnologia da informação e serviços;https://www.junt.club;2-10;2019;Recife, Pernambuco 50750-630,
ConTÍnuo;Tecnologia da informação e serviços;http://hitangram.oi;0;2021;Curitiba,
d-intell;Tecnologia da informação e serviços;Inclui;2-10;2019;Avenida Industrial, 1680, Santo André, São Paulo 09080501,
MAC MINDSET AND CHANGE;Tecnologia da informação e serviços;https://www.knowdata.com.br;0;2018;Avenida Almirante Barroso 81, Rio de Janeiro,
Zapbrand;Tecnologia da informação e serviços;http://www.helixti.com.br;0-1;Sem informação;Santo André, São Paulo 09230650,
Agetech Soluções em TI;Tecnologia da informação e serviços;http://souladvisory.com.br;2-10;2006;Avenida Afonso Pena 3111, Belo Horizonte, Minas Gerais 30130-008,
JunT Tecnologia;Tecnologia da informação e serviços;15981737227;2-10;2020;Salto, São Paulo 13320090,
Tangram.io;Tecnologia da informação e serviços;11932072486;2-10;2019;Alameda Franca, 551, Itapevi, São Paulo 06690-010,
neXs IT;Tecnologia da informação e serviços;https://www.instagram.com/unoinnovation/;0;2021;São Paulo,
KnowData Tecnologia e Soluções;Tecnologia da informação e serviços;http://inova360.com/;0;2020;São Paulo, SP
Helix TI;Design;https://lenestudio.com.br;2-10;2014;Rua Sinfonia Italiana, s/n, São Paulo, São Paulo 04844-610,
Soul Advisory;Tecnologia da informação e serviços;http://allset.it;11-50;2012;Rua Rio Javari, 680, QD 46 CJ VIERALVES - Nossa Senhora das Gracas , MANAUS, Amazonas 69053110,
Gedata Company;Tecnologia da informação e serviços;Inclui;2-10;Sem informação;Av Unisinos, 950, São Leopoldo, Rio Grande dos Sul 93022000,
LC Intelligent Quality Software;Tecnologia da informação e serviços;https://www.agencione.com;0;2014;., Salvador, Bahia 40000-000,
uno innovation;Tecnologia da informação e serviços;http://www.graftal.com.br;2-10;2011;São Paulo, SP 04538-000,
inova360;Tecnologia da informação e serviços;http://www.6biz.com.br;0;Sem informação;Brasília, Distrito Federal
Lene Studio;Tecnologia da informação e serviços;https://tech-edu.me;0;2020;Curitiba, PR
Allset Tech;Tecnologia da informação e serviços;http://www.bdtecnologia.com.br;11-50;2018;São Paulo, SP
Insurant;Tecnologia da informação e serviços;Inclui;2-10;Sem informação;Rio de Janeiro,
Agencione;Tecnologia da informação e serviços;http://www.figueiracp.com.br/;0;2021;São Paulo,
Graftal Consulting;Tecnologia da informação e serviços;http://www.teclis.com.br;11-50;2008;São Paulo, SP
6biz Consulting;Tecnologia da informação e serviços;http://www.actumit.com.br;2-10;Sem informação;Ribeirão Preto, São Paulo 14098040,
Tech-Edu.ME;Tecnologia da informação e serviços;http://neosdev.com.br;11-50;2015;Sem informação
BD Tecnologia Latin America;Tecnologia da informação e serviços;http://www.helpux.com.br;2-10;2005;Rua Capitão Rocha, 2368, Guarapuava, Paraná 85010270,
Torre Tecnologia;Tecnologia da informação e serviços;Inclui;2-10;Sem informação;ABC, SP
Figueira Consultoria & Programação;Tecnologia da informação e serviços;http://www.eraon.com.br;2-10;2016;Alameda Caulim, 115, São Caetano do Sul, São Paulo 09531190,
Teclis Soluções em TI;Tecnologia da informação e serviços;http://www.herait.com;2-10;2019;Montes Claros, MG 39401299,
Actum IT Premium Services;Tecnologia da informação e serviços;http://www.belegal.us;2-10;2019;Rua Virgilino Ferreira de Souza, 01, Sala 104, São José, Santa Catarina 88117-700,
NeosDev;Tecnologia da informação e serviços;https://nexar.systems;2-10;2021;São Paulo,
HelpUX - Facilitadores Digitais;Tecnologia da informação e serviços;http://www.visanit.com.br;0;2012;São Paulo, SP 03951220,
The Wolfpack;Tecnologia da informação e serviços;https://www.totalnuvem.com.br/;2-10;2000;Rua Renato, São Paulo, SP 03657070,
ERAON Smart Things;Tecnologia da informação e serviços;http://www.lifone.com.br;11-50;2010;Av. Pres. Juscelino K. de Oliveira, 5000 , Conjunto 512, São José do Rio Preto, SP 15093-340,
Hera IT - Tecnologia e Inovação;Tecnologia da informação e serviços;http://www.montandon.com.br;0;2011;Brasília,
BeLegal;Tecnologia da informação e serviços;Principal;0;2015;Rua Montes Claros, Ribeirão Preto, São Paulo
Nexar Systems;Tecnologia da informação e serviços;https://www.sprengelconsult.com.br;2-10;2019;Rua Borges de Medeiros, Nº 1393, Sala 04, Toledo, PR 85905-290,
